year_1,year_2,nhgisnam_1,nhgisst_1,nhgiscty_1,icpsrst_1,icpsrcty_1,icpsrnam_1,statenam_1,gisjoin_1,nhgisnam_2,nhgisst_2,nhgiscty_2,icpsrst_2,icpsrcty_2,icpsrnam_2,statenam_2,gisjoin_2,area_1,area_2,area_intersection,weight_value,weight_count
1830,1790,Elizabeth City,510,0550,40,550,ELIZABETH CITY,Virginia,G5100550,Elizabeth City,510,0550,40,550,ELIZABETH CITY,Virginia,G5100550,136064259.721653,136064259.721653,136064259.721653,1,1
1830,1790,Cumberland,340,0110,12,110,CUMBERLAND,New Jersey,G3400110,Cumberland,340,0110,12,110,CUMBERLAND,New Jersey,G3400110,1355212420.76132,1355212420.76132,1355212420.76132,1,1
1830,1790,Jessamine,210,1130,51,1130,JESSAMINE,Kentucky,G2101130,Fayette (old),510,0617,51,670,FAYETTE,Virginia,G5100617,451832240.335617,1430649579.09155,451832240.335617,1,0.315823138621078
1830,1790,Fayette,210,0670,51,670,FAYETTE,Kentucky,G2100670,Fayette (old),510,0617,51,670,FAYETTE,Virginia,G5100617,739492683.164324,1430649579.09155,739492683.164324,1,0.516892951266162
1830,1790,Clark,210,0490,51,490,CLARK,Kentucky,G2100490,Fayette (old),510,0617,51,670,FAYETTE,Virginia,G5100617,707242589.231637,1430649579.09155,239324656.160992,0.338391182608218,0.167283910510749
1830,1790,Brooke,510,0237,40,245,BROOKE,Virginia,G5100237,Ohio,510,1355,40,1355,OHIO,Virginia,G5101355,467784524.166206,3985986516.3465,467784524.166206,1,0.117357277112661
1830,1790,Ohio,510,1355,40,1355,OHIO,Virginia,G5101355,Ohio,510,1355,40,1355,OHIO,Virginia,G5101355,1090487037.02443,3985986516.3465,1090487037.02443,1,0.273580212214052
1830,1790,Tyler,510,1855,40,1859,TYLER,Virginia,G5101855,Ohio,510,1355,40,1355,OHIO,Virginia,G5101355,1776278978.2826,3985986516.3465,1776278978.2826,1,0.445630955096836
1830,1790,Harrison,510,0857,40,865,HARRISON,Virginia,G5100857,Ohio,510,1355,40,1355,OHIO,Virginia,G5101355,2584580157.00908,3985986516.3465,651435974.934004,0.252047116111832,0.163431555089931
1830,1790,Rockland,360,0870,13,870,ROCKLAND,New York,G3600870,Orange,360,0710,13,710,ORANGE,New York,G3600710,463273475.041525,1750741135.1827,463273475.041525,1,0.264615633763115
1830,1790,Orange,360,0710,13,710,ORANGE,New York,G3600710,Orange,360,0710,13,710,ORANGE,New York,G3600710,2171806581.04385,1750741135.1827,1287467660.14125,0.592809539937231,0.735384366236933
1830,1790,Sampson,370,1630,47,1630,SAMPSON,North Carolina,G3701630,New Hanover,370,1290,47,1290,NEW HANOVER,North Carolina,G3701290,2242029498.61361,3138698599.15001,102539437.985663,0.045735097619844,0.0326694120975592
1830,1790,Brunswick,370,0190,47,190,BRUNSWICK,North Carolina,G3700190,New Hanover,370,1290,47,1290,NEW HANOVER,North Carolina,G3701290,2566275726.31352,3138698599.15001,27518487.8046947,0.0107231220412256,0.00876748338057912
1830,1790,New Hanover,370,1290,47,1290,NEW HANOVER,North Carolina,G3701290,New Hanover,370,1290,47,1290,NEW HANOVER,North Carolina,G3701290,3008640669.51455,3138698599.15001,3008640669.51455,1,0.958563103296799
1830,1790,Hartford,090,0030,1,30,HARTFORD,Connecticut,G0900030,New Haven,090,0090,1,90,NEW HAVEN,Connecticut,G0900090,1943959499.01766,1528737988.5542,2883887.9537617,0.0014835123649536,0.00188645011463941
1830,1790,Middlesex,090,0070,1,70,MIDDLESEX,Connecticut,G0900070,New Haven,090,0090,1,90,NEW HAVEN,Connecticut,G0900090,992406269.325784,1528737988.5542,59905850.0249834,0.0603642398044119,0.0391864730735442
1830,1790,New Haven,090,0090,1,90,NEW HAVEN,Connecticut,G0900090,New Haven,090,0090,1,90,NEW HAVEN,Connecticut,G0900090,1603794383.32142,1528737988.5542,1465948245.90428,0.914049993658372,0.958927073756237
1830,1790,Buckingham,510,0290,40,290,BUCKINGHAM,Virginia,G5100290,Buckingham,510,0290,40,290,BUCKINGHAM,Virginia,G5100290,1885593138.79601,1885593138.79601,1885593138.79601,1,1
1830,1790,Chesterfield,510,0410,40,410,CHESTERFIELD,Virginia,G5100410,Chesterfield,510,0410,40,410,CHESTERFIELD,Virginia,G5100410,1250566303.8595,1250566303.8595,1250566303.8595,1,1
1830,1790,Rowan,370,1590,47,1590,ROWAN,North Carolina,G3701590,Rowan,370,1590,47,1590,ROWAN,North Carolina,G3701590,2157512624.74929,3572822637.04362,2157512624.69831,0.999999999976371,0.603867822132803
1830,1790,Davidson,370,0570,47,570,DAVIDSON,North Carolina,G3700570,Rowan,370,1590,47,1590,ROWAN,North Carolina,G3701590,1415310011.36774,3572822637.04362,1415310011.36774,1,0.396132177593584
1830,1790,Orange,370,1350,47,1350,ORANGE,North Carolina,G3701350,Orange,370,1350,47,1350,ORANGE,North Carolina,G3701350,2581694014.22021,2581694014.22021,2581694014.22021,1,1
1830,1790,Fayette,420,0510,14,510,FAYETTE,Pennsylvania,G4200510,Fayette,420,0510,14,510,FAYETTE,Pennsylvania,G4200510,2066812707.5207,2066812707.5207,2066812707.5207,1,1
1830,1790,King And Queen,510,0970,40,970,KING AND QUEEN,Virginia,G5100970,King And Queen,510,0970,40,970,KING AND QUEEN,Virginia,G5100970,829598768.545693,829598768.545693,829598768.545693,1,1
1830,1790,Northampton,370,1310,47,1310,NORTHAMPTON,North Carolina,G3701310,Northampton,370,1310,47,1310,NORTHAMPTON,North Carolina,G3701310,1426082164.89493,1426082164.89493,1426082164.89493,1,1
1830,1790,Charlotte,510,0370,40,370,CHARLOTTE,Virginia,G5100370,Charlotte,510,0370,40,370,CHARLOTTE,Virginia,G5100370,1311515933.81362,1311515933.81362,1311515933.81362,1,1
